variable,architecture,n_neighbors,train_size,test_size,epochs_trained,mae,rmse,bias,r,r2
temperature,medium,20,42315859,28210573,32,0.055508037418582325,0.07127849832565727,-0.03230314785306588,0.9097724819886863,0.536387000036642
