variable,architecture,n_neighbors,train_size,test_size,epochs_trained,mae,rmse,bias,r,r2
temperature,large,20,42315859,28210573,11,0.029952436232192514,0.041317849581293635,0.007138867648972427,0.9466777084132465,0.8442191953542113
